method,train_mse,mse,cka,p_at_1,p_at_5,p_at_10,p_at_1_pool,p_at_5_pool,p_at_10_pool,pair,src,tgt,datasets,size,layer,n_train,n_test,elapsed_s,ridge_lambda,mlp_train_loss_final,mlp_val_loss_final,mlp_test_loss_final,mlp_best_val_loss,mlp_best_epoch,mlp_epochs_run
mlp,0.027121400460600853,0.030734768137335777,0.7904199783138606,0.7190226876090751,0.9057591623036649,0.9511343804537522,0.5026178010471204,0.7521815008726004,0.8307155322862129,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,5.55,,0.026555584969394135,0.03134910389780998,0.030766896903514862,0.031305599957704544,93.0,114.0
identity,0.3178996443748474,0.3147626221179962,0.718606704304512,0.0,0.008726003490401396,0.015706806282722512,0.0,0.0,0.0017452006980802793,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,7.25,,,,,,,
procrustes,0.05380477383732796,0.07261406630277634,0.7186067009147341,0.8551483420593369,0.9598603839441536,0.9755671902268761,0.7207678883071553,0.8900523560209425,0.9319371727748691,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,7.25,,,,,,,
affine,0.024198850616812706,0.05621616169810295,0.739617155218135,0.794066317626527,0.944153577661431,0.9703315881326352,0.5794066317626527,0.8342059336823735,0.8848167539267016,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,7.25,,,,,,,
ridge,0.032453570514917374,0.04037502035498619,0.7950929197669787,0.7853403141361257,0.9458987783595113,0.9738219895287958,0.6073298429319371,0.8219895287958116,0.893542757417103,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,7.25,100.0,,,,,,
mlp,0.03310924395918846,0.040635477751493454,0.7917012870302876,0.7539267015706806,0.9267015706806283,0.9650959860383944,0.5410122164048866,0.7958115183246073,0.8551483420593369,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,7.25,,0.032059952334472626,0.042153507471084595,0.04070510342717171,0.04192546010017395,151.0,172.0
identity,0.42621874809265137,0.4232180118560791,0.6988566650893336,0.0017452006980802793,0.005235602094240838,0.015706806282722512,0.0,0.0017452006980802793,0.0017452006980802793,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.28,,,,,,,
procrustes,0.07824184000492096,0.10611099749803543,0.6988566646542278,0.8446771378708552,0.9546247818499127,0.9720767888307156,0.7329842931937173,0.8865619546247818,0.9179755671902269,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.28,,,,,,,
affine,0.036489252001047134,0.0841318890452385,0.7310637332382269,0.8027923211169284,0.9476439790575916,0.9738219895287958,0.62478184991274,0.8446771378708552,0.893542757417103,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.28,,,,,,,
ridge,0.04690193757414818,0.061201490461826324,0.7860933497382072,0.8080279232111692,0.9458987783595113,0.9703315881326352,0.6335078534031413,0.8342059336823735,0.900523560209424,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.28,100.0,,,,,,
mlp,0.04723989591002464,0.061142440885305405,0.7869385633112529,0.7678883071553229,0.9458987783595113,0.9668411867364747,0.5776614310645725,0.8115183246073299,0.8760907504363001,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.28,,0.0452735149724917,0.06037231162190437,0.061206452548503876,0.06034895405173302,119.0,140.0
identity,0.628589391708374,0.623753011226654,0.658805714304516,0.0034904013961605585,0.012216404886561954,0.017452006980802792,0.0,0.005235602094240838,0.006980802792321117,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.36,,,,,,,
procrustes,0.12563122808933258,0.1665865182876587,0.6588057159454578,0.8219895287958116,0.9406631762652705,0.9685863874345549,0.6928446771378709,0.8638743455497382,0.8987783595113438,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.36,,,,,,,
affine,0.053996492177248,0.12332598865032196,0.7372076317438008,0.7766143106457243,0.944153577661431,0.9703315881326352,0.581151832460733,0.8394415357766143,0.9022687609075044,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.36,,,,,,,
ridge,0.06657332926988602,0.09142006188631058,0.783713355048965,0.7818499127399651,0.9389179755671903,0.9616055846422339,0.6055846422338569,0.8411867364746946,0.8883071553228621,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.36,100.0,,,,,,
mlp,0.0677642747759819,0.09127189964056015,0.7827141142677381,0.7452006980802792,0.924956369982548,0.956369982547993,0.5619546247818499,0.7905759162303665,0.8708551483420593,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.36,,0.06318398508610147,0.09026647359132767,0.09131886810064316,0.09008544683456421,88.0,109.0
identity,0.9391278028488159,0.9322973489761353,0.6343605398345837,0.0034904013961605585,0.010471204188481676,0.02268760907504363,0.0,0.006980802792321117,0.006980802792321117,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.79,,,,,,,
procrustes,0.19692561030387878,0.25708162784576416,0.634360545791472,0.7993019197207679,0.9232111692844677,0.9528795811518325,0.6649214659685864,0.837696335078534,0.8795811518324608,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.79,,,,,,,
affine,0.08323991298675537,0.19027498364448547,0.7243069478356681,0.7609075043630017,0.9354275741710296,0.9528795811518325,0.5497382198952879,0.8027923211169284,0.8726003490401396,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.79,,,,,,,
ridge,0.12710778415203094,0.14217527210712433,0.7614967572554746,0.5863874345549738,0.8289703315881326,0.893542757417103,0.4013961605584642,0.6265270506108203,0.731239092495637,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.79,1000.0,,,,,,
mlp,0.10696309059858322,0.14234335720539093,0.7775326410849632,0.7137870855148342,0.9040139616055847,0.9319371727748691,0.5148342059336823,0.7469458987783595,0.8202443280977313,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.79,,0.09760550274090334,0.14379183948040009,0.14229582250118256,0.14345021545886993,68.0,89.0
identity,1.3623430728912354,1.3532580137252808,0.6113982856737565,0.0,0.010471204188481676,0.020942408376963352,0.0,0.0017452006980802793,0.0034904013961605585,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.03,,,,,,,
procrustes,0.2940419614315033,0.37626075744628906,0.6113982868498945,0.7958115183246073,0.9075043630017452,0.9458987783595113,0.6649214659685864,0.8237347294938918,0.8656195462478184,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.03,,,,,,,
affine,0.11773975938558578,0.2700502574443817,0.7127904140966413,0.6910994764397905,0.8900523560209425,0.9319371727748691,0.493891797556719,0.731239092495637,0.8219895287958116,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.03,,,,,,,
ridge,0.17445337772369385,0.20052839815616608,0.7544394473328794,0.5392670157068062,0.7678883071553229,0.8586387434554974,0.36300174520069806,0.5951134380453752,0.6666666666666666,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.03,1000.0,,,,,,
mlp,0.14468640089035034,0.20440900325775146,0.7619122604472498,0.6387434554973822,0.8568935427574171,0.900523560209424,0.43106457242582896,0.6596858638743456,0.7574171029668412,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,5.03,,0.13152089669848932,0.19797445833683014,0.20497438311576843,0.19730786979198456,76.0,97.0
identity,2.2995409965515137,2.3059561252593994,0.6230797641839223,0.0,0.006980802792321117,0.019197207678883072,0.0,0.0,0.0,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.21,,,,,,,
procrustes,0.5870187282562256,0.7973114848136902,0.6230797631906517,0.7678883071553229,0.893542757417103,0.9354275741710296,0.6300174520069808,0.7923211169284468,0.8534031413612565,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.21,,,,,,,
affine,0.2784631848335266,0.6358518600463867,0.7127952076677221,0.7818499127399651,0.9179755671902269,0.9581151832460733,0.5567190226876091,0.8027923211169284,0.8586387434554974,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.21,,,,,,,
ridge,0.36665260791778564,0.46609142422676086,0.7633009473951788,0.7260034904013961,0.8987783595113438,0.9336823734729494,0.5497382198952879,0.7469458987783595,0.8272251308900523,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.21,1000.0,,,,,,
mlp,0.3588826060295105,0.4831971824169159,0.7631651930000014,0.7190226876090751,0.8900523560209425,0.93717277486911,0.5235602094240838,0.7486910994764397,0.8254799301919721,arb_arab-jpn_jpan,arb_arab,jpn_jpan,flores+opus+tatoeba+bouquet,1000mb,12,2290,573,4.21,,0.31600414171363367,0.4799482822418213,0.4854232370853424,0.47830507159233093,48.0,69.0
identity,0.00016111430886667222,0.0001600339455762878,0.7160672687167433,0.006980802792321117,0.03315881326352531,0.055846422338568937,0.0,0.0017452006980802793,0.005235602094240838,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.97,,,,,,,
procrustes,4.5504588342737406e-05,6.497168214991689e-05,0.7160672744752218,0.5078534031413613,0.6928446771378709,0.7731239092495636,0.3298429319371728,0.518324607329843,0.5898778359511344,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.97,,,,,,,
affine,2.2042759155738167e-05,5.332885848474689e-05,0.7118468776039746,0.34205933682373474,0.5410122164048866,0.6265270506108203,0.20593368237347295,0.3542757417102967,0.4223385689354276,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.97,,,,,,,
ridge,2.9840140996384434e-05,3.747881419258192e-05,0.7870035534562158,0.2425828970331588,0.4537521815008726,0.5462478184991274,0.11867364746945899,0.23734729493891799,0.3298429319371728,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.97,0.1,,,,,,
mlp,5.468407834996469e-05,5.4132378863869235e-05,0.5368692929246537,0.0017452006980802793,0.008726003490401396,0.017452006980802792,0.0,0.0034904013961605585,0.005235602094240838,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,2290,573,4.97,,5.497498932527378e-05,5.5126944062067196e-05,5.414096449385397e-05,5.509342372533865e-05,71.0,92.0
identity,0.04073745384812355,0.04056341201066971,0.7708504714300555,0.005235602094240838,0.015706806282722512,0.04363001745200698,0.0034904013961605585,0.006980802792321117,0.010471204188481676,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.99,,,,,,,
procrustes,0.004859135486185551,0.006433095317333937,0.770850477602933,0.774869109947644,0.9022687609075044,0.9319371727748691,0.5968586387434555,0.8167539267015707,0.8691099476439791,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.99,,,,,,,
affine,0.0021860592532902956,0.005237664096057415,0.7592658492892026,0.612565445026178,0.8202443280977313,0.881326352530541,0.41361256544502617,0.6404886561954625,0.731239092495637,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.99,,,,,,,
ridge,0.0031268701422959566,0.003792874049395323,0.8165529605455494,0.49912739965095987,0.7242582897033158,0.806282722513089,0.34904013961605584,0.5270506108202443,0.6230366492146597,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.99,10.0,,,,,,
mlp,0.004579323343932629,0.004578838124871254,0.7817835589972724,0.055846422338568937,0.13089005235602094,0.19197207678883071,0.015706806282722512,0.05759162303664921,0.09947643979057591,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,2290,573,3.99,,0.004569368366377823,0.004795154556632042,0.004599052015691996,0.004770445637404919,40.0,61.0
identity,0.08710470795631409,0.0866144597530365,0.8237496672048567,0.0,0.020942408376963352,0.04013961605584642,0.0,0.0017452006980802793,0.012216404886561954,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.71,,,,,,,
procrustes,0.00722516980022192,0.009331596083939075,0.8237496735204597,0.8394415357766143,0.9458987783595113,0.9720767888307156,0.7033158813263525,0.881326352530541,0.9197207678883071,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.71,,,,,,,
affine,0.0032250406220555305,0.007703073788434267,0.807774102109941,0.7399650959860384,0.8778359511343804,0.9214659685863874,0.5514834205933682,0.7504363001745201,0.8150087260034904,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.71,,,,,,,
ridge,0.00448362622410059,0.0055913557298481464,0.8568964376229604,0.6788830715532286,0.8551483420593369,0.912739965095986,0.493891797556719,0.7068062827225131,0.7801047120418848,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.71,10.0,,,,,,
mlp,0.006426071282476187,0.006483517587184906,0.8490398768015127,0.1518324607329843,0.3472949389179756,0.4537521815008726,0.04886561954624782,0.14834205933682373,0.22164048865619546,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,2290,573,4.71,,0.006488632227322369,0.006338832899928093,0.006516522727906704,0.006264334078878164,64.0,85.0
identity,0.12504668533802032,0.12433912605047226,0.7841591327050068,0.012216404886561954,0.034904013961605584,0.04363001745200698,0.0017452006980802793,0.0034904013961605585,0.013961605584642234,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.98,,,,,,,
procrustes,0.01316783856600523,0.017106685787439346,0.7841591424623451,0.9075043630017452,0.9773123909249564,0.9860383944153578,0.7678883071553229,0.9301919720767888,0.9546247818499127,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.98,,,,,,,
affine,0.005971224512904882,0.014249797910451889,0.7581178947726761,0.7888307155322862,0.9109947643979057,0.9511343804537522,0.5933682373472949,0.8202443280977313,0.8691099476439791,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.98,,,,,,,
ridge,0.007716749329119921,0.010423525236546993,0.8200595491743514,0.8027923211169284,0.9406631762652705,0.9598603839441536,0.6335078534031413,0.8289703315881326,0.8726003490401396,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.98,10.0,,,,,,
mlp,0.010922558605670929,0.011320606805384159,0.8150530733725062,0.41535776614310643,0.675392670157068,0.7766143106457243,0.2268760907504363,0.44851657940663175,0.5427574171029669,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,2290,573,4.98,,0.01085985197939656,0.01155682560056448,0.011323475278913975,0.011496119201183319,73.0,94.0
identity,0.17060396075248718,0.16917268931865692,0.773100466652211,0.006980802792321117,0.02617801047120419,0.041884816753926704,0.0,0.005235602094240838,0.008726003490401396,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.4,,,,,,,
procrustes,0.02160404808819294,0.028544731438159943,0.7731004629366011,0.956369982547993,0.987783595113438,0.9947643979057592,0.8743455497382199,0.9650959860383944,0.9790575916230366,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.4,,,,,,,
affine,0.010300563648343086,0.024216916412115097,0.753602028119186,0.8638743455497382,0.9616055846422339,0.9808027923211169,0.731239092495637,0.8952879581151832,0.9162303664921466,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.4,,,,,,,
ridge,0.015542672947049141,0.01765587367117405,0.8125755353539182,0.8150087260034904,0.9493891797556719,0.9720767888307156,0.6614310645724258,0.8516579406631762,0.9022687609075044,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.4,100.0,,,,,,
mlp,0.017474615946412086,0.01861787773668766,0.8080945500935673,0.680628272251309,0.8900523560209425,0.944153577661431,0.49040139616055844,0.7347294938917975,0.8237347294938918,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,2290,573,5.4,,0.017461603225180596,0.019048063084483147,0.018586358055472374,0.01899966225028038,87.0,108.0
identity,0.21393172442913055,0.21186622977256775,0.7630065526279929,0.005235602094240838,0.020942408376963352,0.04537521815008726,0.0,0.005235602094240838,0.006980802792321117,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,7.45,,,,,,,
procrustes,0.030305270105600357,0.041000451892614365,0.7630065584378461,0.9581151832460733,0.9930191972076788,0.9965095986038395,0.8970331588132635,0.9720767888307156,0.9860383944153578,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,7.45,,,,,,,
affine,0.01427166536450386,0.03341938927769661,0.7495246432033991,0.8865619546247818,0.9755671902268761,0.9842931937172775,0.7574171029668412,0.900523560209424,0.944153577661431,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,7.45,,,,,,,
ridge,0.020623495802283287,0.024257522076368332,0.8093876829356145,0.8586387434554974,0.9650959860383944,0.9842931937172775,0.7033158813263525,0.9022687609075044,0.9336823734729494,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,7.45,100.0,,,,,,
mlp,0.022811273112893105,0.02510455995798111,0.8043552434383013,0.7696335078534031,0.944153577661431,0.9685863874345549,0.5933682373472949,0.8237347294938918,0.893542757417103,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,2290,573,7.45,,0.022507556290789085,0.02584955282509327,0.025098996236920357,0.025812724605202675,156.0,177.0
identity,0.2683001458644867,0.265751451253891,0.7650777374910648,0.008726003490401396,0.02443280977312391,0.04537521815008726,0.0,0.0034904013961605585,0.010471204188481676,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,7.62,,,,,,,
procrustes,0.04042064771056175,0.05539100617170334,0.7650777339704858,0.9773123909249564,0.9947643979057592,0.9965095986038395,0.9022687609075044,0.9860383944153578,0.9930191972076788,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,7.62,,,,,,,
affine,0.020278779789805412,0.04733514413237572,0.7540199889061364,0.924956369982548,0.9842931937172775,0.9912739965095986,0.7905759162303665,0.9406631762652705,0.9616055846422339,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,7.62,,,,,,,
ridge,0.028369644656777382,0.03444455564022064,0.8117388629754563,0.9075043630017452,0.9860383944153578,0.9930191972076788,0.7905759162303665,0.9301919720767888,0.9616055846422339,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,7.62,100.0,,,,,,
mlp,0.03072422556579113,0.03522523120045662,0.8089370125475008,0.8708551483420593,0.9755671902268761,0.987783595113438,0.7120418848167539,0.893542757417103,0.9389179755671903,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,2290,573,7.62,,0.030089278959415176,0.03736612945795059,0.03521335497498512,0.037277087569236755,162.0,183.0
identity,0.35220247507095337,0.3491109311580658,0.7715374980835409,0.005235602094240838,0.02443280977312391,0.04013961605584642,0.0,0.006980802792321117,0.012216404886561954,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.12,,,,,,,
procrustes,0.059595875442028046,0.08104778081178665,0.7715374978776901,0.9650959860383944,0.9947643979057592,0.9982547993019197,0.893542757417103,0.9860383944153578,0.9912739965095986,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.12,,,,,,,
affine,0.030970582738518715,0.0718931034207344,0.7511445898708746,0.9406631762652705,0.9895287958115183,0.9947643979057592,0.794066317626527,0.9511343804537522,0.9738219895287958,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.12,,,,,,,
ridge,0.04152978956699371,0.05224889516830444,0.8083069207611192,0.9354275741710296,0.9947643979057592,0.9982547993019197,0.8202443280977313,0.9476439790575916,0.9720767888307156,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.12,100.0,,,,,,
mlp,0.04282091185450554,0.052710238844156265,0.8046516133708702,0.9075043630017452,0.9825479930191972,0.9965095986038395,0.7818499127399651,0.9301919720767888,0.956369982547993,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,2290,573,8.12,,0.04146579427249504,0.05613211542367935,0.052812136709690094,0.05600602179765701,185.0,200.0
identity,0.46060287952423096,0.45707768201828003,0.7585952289194436,0.006980802792321117,0.020942408376963352,0.038394415357766144,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.0,,,,,,,
procrustes,0.08497346192598343,0.11536199599504471,0.7585952309536322,0.9720767888307156,0.9947643979057592,0.9965095986038395,0.8778359511343804,0.9808027923211169,0.9912739965095986,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.0,,,,,,,
affine,0.04297590255737305,0.09936701506376266,0.7505004495171098,0.9389179755671903,0.9947643979057592,0.9947643979057592,0.8132635253054101,0.956369982547993,0.9755671902268761,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.0,,,,,,,
ridge,0.05505654215812683,0.07288458198308945,0.8070182045057382,0.9493891797556719,0.9930191972076788,0.9982547993019197,0.8394415357766143,0.9616055846422339,0.9808027923211169,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.0,100.0,,,,,,
mlp,0.057107437402009964,0.07338571548461914,0.8040276320978107,0.9267015706806283,0.9895287958115183,0.9982547993019197,0.7975567190226877,0.9424083769633508,0.9720767888307156,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,2290,573,6.0,,0.05472925158612656,0.07334922254085541,0.07332324981689453,0.07317908108234406,109.0,130.0
identity,0.6555941104888916,0.6497817635536194,0.7521437421674504,0.0017452006980802793,0.020942408376963352,0.029668411867364748,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.94,,,,,,,
procrustes,0.12671016156673431,0.16959209740161896,0.7521437433287281,0.9511343804537522,0.9912739965095986,0.9965095986038395,0.8691099476439791,0.9738219895287958,0.9895287958115183,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.94,,,,,,,
affine,0.06264888495206833,0.14476948976516724,0.7544960634178861,0.93717277486911,0.9930191972076788,0.9982547993019197,0.8184991273996509,0.9528795811518325,0.9720767888307156,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.94,,,,,,,
ridge,0.07698461413383484,0.10725823789834976,0.8090443883478838,0.9424083769633508,0.9947643979057592,0.9982547993019197,0.8446771378708552,0.9650959860383944,0.9755671902268761,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.94,100.0,,,,,,
mlp,0.07823090255260468,0.10751829296350479,0.8067639247987016,0.9284467713787086,0.987783595113438,0.9982547993019197,0.806282722513089,0.9546247818499127,0.9738219895287958,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,2290,573,5.94,,0.0731612303943345,0.10761484503746033,0.10766784101724625,0.10746567696332932,107.0,128.0
identity,0.9359013438224792,0.9272289872169495,0.7422333452927016,0.0017452006980802793,0.013961605584642234,0.029668411867364748,0.0,0.0017452006980802793,0.005235602094240838,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.7,,,,,,,
procrustes,0.18284238874912262,0.24259786307811737,0.7422333471098899,0.9336823734729494,0.987783595113438,0.9947643979057592,0.8342059336823735,0.9598603839441536,0.9825479930191972,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.7,,,,,,,
affine,0.08541131764650345,0.19540056586265564,0.745256955947861,0.9144851657940664,0.9947643979057592,0.9982547993019197,0.7731239092495636,0.93717277486911,0.9685863874345549,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.7,,,,,,,
ridge,0.13184569776058197,0.14822140336036682,0.7958289314126686,0.837696335078534,0.9598603839441536,0.9842931937172775,0.6614310645724258,0.8760907504363001,0.924956369982548,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.7,1000.0,,,,,,
mlp,0.11128391325473785,0.14814972877502441,0.799496835564881,0.8987783595113438,0.9860383944153578,0.9947643979057592,0.7539267015706806,0.9284467713787086,0.9511343804537522,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,2290,573,4.7,,0.10119737052556241,0.15296337008476257,0.14825497567653656,0.15234871208667755,65.0,86.0
identity,1.2927476167678833,1.2771941423416138,0.7329843497777421,0.0017452006980802793,0.012216404886561954,0.034904013961605584,0.0,0.0017452006980802793,0.0017452006980802793,hin_deva-fra_latn,hin_deva,fra_latn,flores+opus+tatoeba+bouquet,1000mb,11,2290,573,4.99,,,,,,,
