method,train_mse,mse,cka,p_at_1,p_at_5,p_at_10,p_at_1_pool,p_at_5_pool,p_at_10_pool,pair,src,tgt,datasets,size,layer,n_train,n_test,elapsed_s,ridge_lambda,mlp_train_loss_final,mlp_val_loss_final,mlp_test_loss_final,mlp_best_val_loss,mlp_best_epoch,mlp_epochs_run
identity,1.2726678848266602,1.2705578804016113,0.7361578300935055,0.0013003901170351106,0.007802340702210663,0.01950585175552666,0.0013003901170351106,0.002600780234070221,0.0039011703511053317,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,11,3072,769,6.96,,,,,,,
procrustes,0.23154327273368835,0.29049545526504517,0.736157846858189,0.8946684005201561,0.9544863459037711,0.9739921976592978,0.7893368010403121,0.9141742522756827,0.9310793237971391,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,11,3072,769,6.96,,,,,,,
affine,0.13563117384910583,0.23987774550914764,0.7611450820344053,0.8192457737321196,0.929778933680104,0.9505851755526658,0.64629388816645,0.8309492847854356,0.88296488946684,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,11,3072,769,6.96,,,,,,,
ridge,0.18014009296894073,0.20192068815231323,0.7894631690360087,0.6957087126137841,0.8621586475942783,0.9102730819245773,0.4759427828348505,0.7126137841352406,0.7802340702210663,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,11,3072,769,6.96,1000.0,,,,,,
mlp,0.15361760556697845,0.20361408591270447,0.7934370195474554,0.7581274382314694,0.8972691807542262,0.9245773732119635,0.5500650195058517,0.7711313394018205,0.8309492847854356,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,11,3072,769,6.96,,0.14080508358099245,0.20741447806358337,0.20400017499923706,0.20665788650512695,69.0,90.0
identity,2.2193713188171387,2.225107431411743,0.7311725451275635,0.002600780234070221,0.011703511053315995,0.018205461638491547,0.0013003901170351106,0.0039011703511053317,0.005201560468140442,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,12,3072,769,5.72,,,,,,,
procrustes,0.5332198143005371,0.6796494126319885,0.7311725475830929,0.88296488946684,0.9596879063719116,0.9726918075422627,0.7802340702210663,0.9050715214564369,0.9284785435630689,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,12,3072,769,5.72,,,,,,,
affine,0.3120160698890686,0.5502647161483765,0.7550240573278867,0.8205461638491548,0.9258777633289987,0.9479843953185956,0.6527958387516255,0.8426527958387516,0.8907672301690507,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,12,3072,769,5.72,,,,,,,
ridge,0.3737136423587799,0.45350444316864014,0.7881133862706861,0.7737321196358907,0.9063719115734721,0.9349804941482445,0.5968790637191157,0.811443433029909,0.8582574772431729,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,12,3072,769,5.72,1000.0,,,,,,
mlp,0.3789435923099518,0.47309374809265137,0.7878309503847187,0.7360208062418726,0.8959687906371911,0.9193758127438232,0.5630689206762028,0.7802340702210663,0.8400520156046815,eng_latn-hin_deva,eng_latn,hin_deva,flores+opus+tatoeba+bouquet,1000mb,12,3072,769,5.72,,0.3387365774674849,0.485495924949646,0.47331702709198,0.4828181266784668,38.0,59.0
identity,0.00016477348981425166,0.00016373363905586302,0.7120592306585688,0.010230179028132993,0.02557544757033248,0.04092071611253197,0.0034100596760443308,0.00937766410912191,0.0196078431372549,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,4690,1173,9.96,,,,,,,
procrustes,4.571266254060902e-05,5.705354124074802e-05,0.7120592347068578,0.7783461210571185,0.875532821824382,0.9053708439897699,0.6786018755328218,0.803921568627451,0.8380221653878943,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,4690,1173,9.96,,,,,,,
affine,2.5934408768080175e-05,3.822395228780806e-05,0.7987145368527304,0.5959079283887468,0.7510656436487638,0.7928388746803069,0.4663256606990622,0.6231884057971014,0.6871270247229326,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,4690,1173,9.96,,,,,,,
ridge,2.8424185074982233e-05,3.399550769245252e-05,0.8179425517624449,0.47485080988917305,0.6581415174765558,0.7263427109974424,0.35720375106564367,0.526001705029838,0.5959079283887468,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,4690,1173,9.96,0.1,,,,,,
mlp,5.6934797612484545e-05,5.655037239193916e-05,0.5222394865928041,0.0008525149190110827,0.004262574595055414,0.008525149190110827,0.0,0.0008525149190110827,0.0017050298380221654,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,0,4690,1173,9.96,,5.712222154022928e-05,5.6030632549664006e-05,5.6593627959955484e-05,5.598686766461469e-05,42.0,63.0
identity,0.0420774444937706,0.0419461652636528,0.7689078875764279,0.0025575447570332483,0.008525149190110827,0.015345268542199489,0.0008525149190110827,0.0017050298380221654,0.0025575447570332483,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,4690,1173,8.24,,,,,,,
procrustes,0.005003976169973612,0.005771792959421873,0.7689078910060834,0.9207161125319693,0.9641943734015346,0.9735720375106565,0.8525149190110827,0.9369138959931799,0.9505541346973572,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,4690,1173,8.24,,,,,,,
affine,0.0025362037122249603,0.0037142678629606962,0.836292825406395,0.8226768968456948,0.9147485080988917,0.9403239556692242,0.7297527706734868,0.8448422847399829,0.8780903665814151,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,4690,1173,8.24,,,,,,,
ridge,0.0029423730447888374,0.003352855099365115,0.8486895935543425,0.7510656436487638,0.8712702472293266,0.9096334185848253,0.6317135549872123,0.7911338448422848,0.8312020460358056,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,4690,1173,8.24,10.0,,,,,,
mlp,0.00454348511993885,0.0045538777485489845,0.8095093312623016,0.043478260869565216,0.11764705882352941,0.17135549872122763,0.020460358056265986,0.045183290707587385,0.06820119352088662,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,1,4690,1173,8.24,,0.004568688888949427,0.004572350066155195,0.004569352604448795,0.004561129491776228,16.0,37.0
identity,0.09272041916847229,0.0924200564622879,0.8224022814922382,0.0017050298380221654,0.013640238704177323,0.02216538789428815,0.0,0.0008525149190110827,0.0025575447570332483,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,4690,1173,8.7,,,,,,,
procrustes,0.006987287662923336,0.007979180663824081,0.8224022869857057,0.9394714407502132,0.9761295822676896,0.9786871270247229,0.8797953964194374,0.9556692242114238,0.9658994032395567,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,4690,1173,8.7,,,,,,,
affine,0.003676588414236903,0.005381353199481964,0.8685830259406366,0.8976982097186701,0.9514066496163683,0.9676044330775788,0.8098891730605285,0.907075873827792,0.9317988064791134,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,4690,1173,8.7,,,,,,,
ridge,0.0041689625941216946,0.004856088664382696,0.8818128667353252,0.8687127024722933,0.9428815004262575,0.9556692242114238,0.7740835464620631,0.887468030690537,0.9130434782608695,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,4690,1173,8.7,10.0,,,,,,
mlp,0.00626301160082221,0.006339670158922672,0.8694486752601543,0.15515771526001704,0.3554987212276215,0.46547314578005117,0.08013640238704177,0.1926683716965047,0.2549019607843137,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,2,4690,1173,8.7,,0.006299965457539215,0.006311737932264805,0.006357449106872082,0.006275948602706194,23.0,44.0
identity,0.1309351921081543,0.1305820494890213,0.8099987432121709,0.0025575447570332483,0.00937766410912191,0.0196078431372549,0.0,0.0017050298380221654,0.005115089514066497,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,4690,1173,9.65,,,,,,,
procrustes,0.01162884384393692,0.013359768316149712,0.8099987443197957,0.9539641943734015,0.9820971867007673,0.9863597612958227,0.9113384484228474,0.9710144927536232,0.979539641943734,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,4690,1173,9.65,,,,,,,
affine,0.006785857956856489,0.009967709891498089,0.8309328375599585,0.9326513213981245,0.9769820971867008,0.9803921568627451,0.8542199488491049,0.9454390451832907,0.9616368286445013,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,4690,1173,9.65,,,,,,,
ridge,0.007414973806589842,0.00896849762648344,0.8501825964113772,0.9326513213981245,0.9710144927536232,0.9803921568627451,0.8593350383631714,0.9428815004262575,0.9599317988064792,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,4690,1173,9.65,10.0,,,,,,
mlp,0.010699257254600525,0.010924700647592545,0.8406367965546099,0.505541346973572,0.7561807331628303,0.8312020460358056,0.3333333333333333,0.5473145780051151,0.6555839727195226,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,3,4690,1173,9.65,,0.010707421087180122,0.01105782575905323,0.010939933359622955,0.011023501865565777,38.0,59.0
identity,0.17869232594966888,0.1786884218454361,0.8045952106501928,0.0017050298380221654,0.011082693947144074,0.017050298380221655,0.0,0.0017050298380221654,0.0025575447570332483,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,4690,1173,11.26,,,,,,,
procrustes,0.018337281420826912,0.021438511088490486,0.8045952055136308,0.9735720375106565,0.9855072463768116,0.989769820971867,0.9428815004262575,0.979539641943734,0.9846547314578005,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,4690,1173,11.26,,,,,,,
affine,0.01157025434076786,0.01694134622812271,0.8280169853871533,0.9616368286445013,0.9820971867007673,0.9872122762148338,0.9156010230179028,0.9752770673486786,0.979539641943734,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,4690,1173,11.26,,,,,,,
ridge,0.012226851657032967,0.015441351570189,0.8428778604272482,0.9607843137254902,0.9829497016197783,0.9872122762148338,0.9130434782608695,0.9735720375106565,0.9778346121057119,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,4690,1173,11.26,10.0,,,,,,
mlp,0.017190244048833847,0.017828363925218582,0.8366698542628036,0.7971014492753623,0.9386189258312021,0.9658994032395567,0.6419437340153452,0.8405797101449275,0.8951406649616368,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,4,4690,1173,11.26,,0.01724602428801132,0.017931269481778145,0.01785888522863388,0.017888173460960388,62.0,83.0
identity,0.2186211347579956,0.21867609024047852,0.8060740254638624,0.0025575447570332483,0.008525149190110827,0.01619778346121057,0.0,0.0,0.0008525149190110827,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,4690,1173,12.63,,,,,,,
procrustes,0.024761786684393883,0.029375379905104637,0.806074025636367,0.9727195225916454,0.9880647911338448,0.9906223358908781,0.9445865302642796,0.9786871270247229,0.9846547314578005,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,4690,1173,12.63,,,,,,,
affine,0.016045259311795235,0.023379528895020485,0.8245934967788968,0.9676044330775788,0.9863597612958227,0.989769820971867,0.9292412617220801,0.9735720375106565,0.9820971867007673,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,4690,1173,12.63,,,,,,,
ridge,0.019076254218816757,0.021366024389863014,0.8398887657480579,0.9539641943734015,0.9838022165387894,0.9838022165387894,0.9045183290707587,0.9667519181585678,0.9752770673486786,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,4690,1173,12.63,100.0,,,,,,
mlp,0.02285231091082096,0.023904331028461456,0.8339799850228874,0.8635976129582268,0.9607843137254902,0.9735720375106565,0.742540494458653,0.896845694799659,0.927536231884058,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,5,4690,1173,12.63,,0.022839896747785988,0.02425926737487316,0.023896249011158943,0.024247605353593826,85.0,106.0
identity,0.2762767970561981,0.2763252258300781,0.8121219085106112,0.0008525149190110827,0.004262574595055414,0.01875532821824382,0.0,0.0008525149190110827,0.0008525149190110827,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,4690,1173,12.16,,,,,,,
procrustes,0.03388168290257454,0.04048750177025795,0.8121219117206119,0.9786871270247229,0.9906223358908781,0.9914748508098892,0.9539641943734015,0.9838022165387894,0.9863597612958227,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,4690,1173,12.16,,,,,,,
affine,0.022413169965147972,0.0324774906039238,0.8298030972621026,0.9718670076726342,0.9914748508098892,0.9914748508098892,0.9386189258312021,0.9820971867007673,0.9855072463768116,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,4690,1173,12.16,,,,,,,
ridge,0.025859160348773003,0.029561711475253105,0.8437247875040764,0.9599317988064792,0.9880647911338448,0.9906223358908781,0.9266837169650469,0.9761295822676896,0.9820971867007673,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,4690,1173,12.16,100.0,,,,,,
mlp,0.030449403449892998,0.032395604997873306,0.8383075903209749,0.9292412617220801,0.979539641943734,0.9889173060528559,0.8567774936061381,0.948849104859335,0.9658994032395567,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,6,4690,1173,12.16,,0.030425466258417477,0.0320751778781414,0.03238728269934654,0.032015521079301834,77.0,98.0
identity,0.3406652510166168,0.34004536271095276,0.8121588168763572,0.0008525149190110827,0.011082693947144074,0.017902813299232736,0.0,0.0008525149190110827,0.0025575447570332483,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,4690,1173,18.35,,,,,,,
procrustes,0.04888574779033661,0.0586731843650341,0.8121588181226552,0.9778346121057119,0.9914748508098892,0.9923273657289002,0.9565217391304348,0.9838022165387894,0.9889173060528559,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,4690,1173,18.35,,,,,,,
affine,0.03378590941429138,0.049031440168619156,0.8256780745743143,0.9735720375106565,0.9906223358908781,0.9914748508098892,0.947996589940324,0.9838022165387894,0.9889173060528559,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,4690,1173,18.35,,,,,,,
ridge,0.03777579590678215,0.04442768916487694,0.8397415052362768,0.9667519181585678,0.9914748508098892,0.9914748508098892,0.9335038363171355,0.9812446717817562,0.9863597612958227,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,4690,1173,18.35,100.0,,,,,,
mlp,0.04264991730451584,0.047151148319244385,0.8364888222846026,0.947996589940324,0.9863597612958227,0.9923273657289002,0.8883205456095482,0.9701619778346121,0.9786871270247229,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,7,4690,1173,18.35,,0.04242419801426656,0.04751695320010185,0.047231242060661316,0.04745454341173172,184.0,200.0
identity,0.44264116883277893,0.4411855936050415,0.8143540713628371,0.0025575447570332483,0.00937766410912191,0.020460358056265986,0.0008525149190110827,0.0025575447570332483,0.004262574595055414,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,4690,1173,16.89,,,,,,,
procrustes,0.06939540803432465,0.08346445858478546,0.8143540726289918,0.9812446717817562,0.9923273657289002,0.9923273657289002,0.9573742540494459,0.9880647911338448,0.989769820971867,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,4690,1173,16.89,,,,,,,
affine,0.04635994881391525,0.06700745224952698,0.8302181451768045,0.9676044330775788,0.9914748508098892,0.9931798806479113,0.9394714407502132,0.9812446717817562,0.9863597612958227,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,4690,1173,16.89,,,,,,,
ridge,0.050246596336364746,0.06088200584053993,0.843348781748502,0.96845694799659,0.9914748508098892,0.9931798806479113,0.9394714407502132,0.9786871270247229,0.9846547314578005,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,4690,1173,16.89,100.0,,,,,,
mlp,0.05481701344251633,0.06316257268190384,0.8420524194368554,0.9548167092924126,0.9863597612958227,0.9931798806479113,0.9053708439897699,0.9701619778346121,0.9786871270247229,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,8,4690,1173,16.89,,0.05418144386600365,0.06279120594263077,0.06318331509828568,0.06269646435976028,158.0,179.0
identity,0.611607015132904,0.6083347201347351,0.8160806387113586,0.0025575447570332483,0.010230179028132993,0.017902813299232736,0.0008525149190110827,0.0034100596760443308,0.005967604433077579,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,4690,1173,14.99,,,,,,,
procrustes,0.09954872727394104,0.11883720010519028,0.8160806391873211,0.9803921568627451,0.9923273657289002,0.9923273657289002,0.9514066496163683,0.9889173060528559,0.989769820971867,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,4690,1173,14.99,,,,,,,
affine,0.06746212393045425,0.09687021374702454,0.8329742588727826,0.96845694799659,0.9889173060528559,0.9923273657289002,0.9309462915601023,0.9812446717817562,0.9863597612958227,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,4690,1173,14.99,,,,,,,
ridge,0.071581169962883,0.088459312915802,0.8452298611343021,0.9667519181585678,0.989769820971867,0.9940323955669225,0.928388746803069,0.9803921568627451,0.9838022165387894,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,4690,1173,14.99,100.0,,,,,,
mlp,0.07543043792247772,0.09036953002214432,0.8447050911634588,0.9599317988064792,0.9872122762148338,0.9931798806479113,0.9045183290707587,0.9727195225916454,0.9812446717817562,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,9,4690,1173,14.99,,0.0737471231682734,0.09066589176654816,0.09039932489395142,0.09054552018642426,126.0,147.0
identity,0.8606295585632324,0.8554965257644653,0.8127890893020359,0.0017050298380221654,0.00937766410912191,0.01619778346121057,0.0017050298380221654,0.0034100596760443308,0.004262574595055414,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,4690,1173,15.08,,,,,,,
procrustes,0.1380331814289093,0.16391338407993317,0.8127890843979338,0.9752770673486786,0.989769820971867,0.9940323955669225,0.9386189258312021,0.9812446717817562,0.9872122762148338,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,4690,1173,15.08,,,,,,,
affine,0.09179829806089401,0.1313081979751587,0.8260329427213486,0.9650468883205456,0.9880647911338448,0.9923273657289002,0.9249786871270247,0.9769820971867008,0.9855072463768116,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,4690,1173,15.08,,,,,,,
ridge,0.0957779809832573,0.12065315991640091,0.8381391841749624,0.9641943734015346,0.9889173060528559,0.9923273657289002,0.9198635976129582,0.9778346121057119,0.9829497016197783,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,4690,1173,15.08,100.0,,,,,,
mlp,0.09716510772705078,0.12226129323244095,0.8375637239933226,0.9556692242114238,0.9872122762148338,0.9914748508098892,0.8994032395566922,0.9701619778346121,0.9778346121057119,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,10,4690,1173,15.08,,0.09391665244192789,0.12294969707727432,0.12250510603189468,0.12256177514791489,129.0,150.0
identity,1.1923727989196777,1.183578610420227,0.7984625287887718,0.0025575447570332483,0.010230179028132993,0.017902813299232736,0.0008525149190110827,0.0025575447570332483,0.004262574595055414,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,11,4690,1173,12.9,,,,,,,
procrustes,0.18130646646022797,0.2138241082429886,0.7984625367896382,0.969309462915601,0.9889173060528559,0.9923273657289002,0.9300937766410913,0.9761295822676896,0.9812446717817562,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,11,4690,1173,12.9,,,,,,,
affine,0.11908609420061111,0.16937117278575897,0.814165246462183,0.9565217391304348,0.9872122762148338,0.9906223358908781,0.9053708439897699,0.9616368286445013,0.9744245524296675,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,11,4690,1173,12.9,,,,,,,
ridge,0.12291432917118073,0.15693090856075287,0.8256083570739472,0.9522591645353794,0.9855072463768116,0.9889173060528559,0.8976982097186701,0.9633418584825234,0.9744245524296675,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,11,4690,1173,12.9,100.0,,,,,,
mlp,0.126448392868042,0.1587195098400116,0.8247250315708903,0.9403239556692242,0.9812446717817562,0.9880647911338448,0.8687127024722933,0.9548167092924126,0.9658994032395567,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,11,4690,1173,12.9,,0.1205437376417897,0.16224800050258636,0.15864738821983337,0.16187207400798798,92.0,113.0
identity,2.025392770767212,2.0093436241149902,0.7930775544179363,0.0017050298380221654,0.005115089514066497,0.01619778346121057,0.0008525149190110827,0.0017050298380221654,0.0017050298380221654,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,12,4690,1173,11.44,,,,,,,
procrustes,0.4219578802585602,0.5010535717010498,0.7930775513735802,0.9667519181585678,0.9880647911338448,0.9931798806479113,0.928388746803069,0.9744245524296675,0.9846547314578005,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,12,4690,1173,11.44,,,,,,,
affine,0.2540763318538666,0.36062175035476685,0.812303654354602,0.9565217391304348,0.9855072463768116,0.9931798806479113,0.9173060528559249,0.9667519181585678,0.9812446717817562,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,12,4690,1173,11.44,,,,,,,
ridge,0.2810463011264801,0.32693859934806824,0.8269149125044689,0.9471440750213129,0.9855072463768116,0.9889173060528559,0.8934356351236147,0.9573742540494459,0.9727195225916454,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,12,4690,1173,11.44,1000.0,,,,,,
mlp,0.2632855772972107,0.34008336067199707,0.8220020397868424,0.9420289855072463,0.9846547314578005,0.9906223358908781,0.8849104859335039,0.9556692242114238,0.9718670076726342,eng_latn-fra_latn,eng_latn,fra_latn,flores+opus+tatoeba+bouquet,1000mb,12,4690,1173,11.44,,0.2453718361529437,0.3456956148147583,0.34162044525146484,0.34408873319625854,67.0,88.0
identity,0.0001545971172163263,0.0001518659119028598,0.7363173049314596,0.011419249592169658,0.03425774877650897,0.05546492659053834,0.0016313213703099511,0.0065252854812398045,0.021207177814029365,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,0,2450,613,4.96,,,,,,,
procrustes,4.6046254283282906e-05,6.651869625784457e-05,0.7363173094261034,0.6035889070146819,0.7716150081566069,0.8221859706362153,0.4192495921696574,0.6150081566068516,0.6769983686786297,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,0,2450,613,4.96,,,,,,,
affine,2.551730358391069e-05,5.564418461290188e-05,0.748360451590467,0.4763458401305057,0.6427406199021207,0.7275693311582382,0.3083197389885807,0.5040783034257749,0.564437194127243,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,0,2450,613,4.96,,,,,,,
ridge,3.268268847023137e-05,4.1160885302815586e-05,0.7966766118673814,0.3637846655791191,0.566068515497553,0.6199021207177814,0.2137030995106036,0.3719412724306688,0.4535073409461664,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,0,2450,613,4.96,0.1,,,,,,
mlp,6.141371704870835e-05,6.069033042876981e-05,0.6162690557519757,0.0016313213703099511,0.008156606851549755,0.01631321370309951,0.0,0.0016313213703099511,0.0032626427406199023,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,0,2450,613,4.96,,6.134852145415997e-05,6.186588871059939e-05,6.07095607847441e-05,6.183349614730105e-05,55.0,76.0
identity,0.036265380680561066,0.035978030413389206,0.7786277596573987,0.0032626427406199023,0.008156606851549755,0.024469820554649267,0.0,0.0032626427406199023,0.004893964110929853,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,1,2450,613,4.15,,,,,,,
procrustes,0.004858080763369799,0.006289766635745764,0.7786277367998592,0.8580750407830342,0.9526916802610114,0.964110929853181,0.7226753670473083,0.8776508972267537,0.9200652528548124,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,1,2450,613,4.15,,,,,,,
affine,0.002386405598372221,0.005270108580589294,0.7716495361398845,0.7275693311582382,0.8988580750407831,0.9477977161500816,0.5595432300163132,0.7618270799347472,0.8433931484502447,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,1,2450,613,4.15,,,,,,,
ridge,0.0032763024792075157,0.0039809937588870525,0.8218207317347415,0.6639477977161501,0.8531810766721044,0.8923327895595432,0.4698205546492659,0.7096247960848288,0.797716150081566,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,1,2450,613,4.15,10.0,,,,,,
mlp,0.004916178993880749,0.004981197416782379,0.776372952402695,0.0766721044045677,0.16150081566068517,0.24143556280587275,0.01957585644371941,0.06199021207177814,0.09951060358890701,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,1,2450,613,4.15,,0.0049336142571909086,0.004972812719643116,0.004994543734937906,0.004961603321135044,32.0,53.0
identity,0.08538758754730225,0.08525729924440384,0.8286031524394974,0.0016313213703099511,0.01794453507340946,0.026101141924959218,0.0,0.004893964110929853,0.008156606851549755,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,2,2450,613,5.14,,,,,,,
procrustes,0.007318636402487755,0.009492081589996815,0.8286031652128162,0.9119086460032626,0.9706362153344209,0.9820554649265906,0.8123980424143556,0.9298531810766721,0.9543230016313213,eng_latn-rus_cyrl,eng_latn,rus_cyrl,flores+opus+tatoeba+bouquet,1000mb,2,2450,613,5.14,,,,,,,
